Cell_area_measured,Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_thickness,ETL_deposition_procedure,Perovskite_dimension_list_of_layers,Perovskite_composition_a_ions,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions,Perovskite_composition_c_ions_coefficients,Perovskite_composition_inorganic,Perovskite_composition_leadfree,Perovskite_band_gap,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_procedure,Perovskite_deposition_aggregation_state_of_reactants,Perovskite_deposition_synthesis_atmosphere,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_quenching_induced_crystallisation,Perovskite_deposition_quenching_media,Perovskite_deposition_quenching_media_volume,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Perovskite_deposition_solvent_annealing,HTL_stack_sequence,HTL_thickness_list,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_thickness_list,Backcontact_deposition_procedure,Backcontact_deposition_synthesis_atmosphere,Encapsulation,Encapsulation_stack_sequence,Encapsulation_edge_sealing_materials,Encapsulation_atmosphere_for_encapsulation,JV_measured,JV_average_over_n_number_of_cells,JV_test_atmosphere,JV_light_intensity,JV_light_spectra,JV_light_masked_cell,JV_default_PCE,JV_default_Voc,JV_default_Jsc,JV_default_FF,Type
0.08,pin,ITO,PCBM | BCP,30 | 7,Spin-coating | Spin-coating,3,FA0.75MA0.15Cs0.05Rb0.05,1,Pb,1,I0.75Br0.25,3,FALSE,FALSE,1.68,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,20,FALSE,SAM(SAM301),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,20.82,1.11,24.29,77.53,
0.08,pin,ITO,PCBM | BCP,30 | 7,Spin-coating | Spin-coating,3,FA0.75MA0.15Cs0.05Rb0.05,1,Pb,1,I0.75Br0.25,3,FALSE,FALSE,1.68,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,20,FALSE,SAM(SAM301),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,20.68,1.12,23.97,77.35,
0.08,pin,ITO,PCBM | BCP,30 | 7,Spin-coating | Spin-coating,3,FA0.75MA0.15Cs0.05Rb0.05,1,Pb,1,I0.75Br0.25,3,FALSE,FALSE,1.68,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,20,FALSE,SAM(SAM301),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,21.28,1.11,24.74,77.56,
0.08,pin,ITO,PCBM | BCP,30 | 7,Spin-coating | Spin-coating,3,FA0.75MA0.15Cs0.05Rb0.05,1,Pb,1,I0.75Br0.25,3,FALSE,FALSE,1.68,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,20,FALSE,SAM(SAM301),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,21.26,1.12,24.52,77.25,
0.08,pin,ITO,PCBM | BCP,30 | 7,Spin-coating | Spin-coating,3,FA0.75MA0.15Cs0.05Rb0.05,1,Pb,1,I0.75Br0.25,3,FALSE,FALSE,1.68,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,20,FALSE,SAM(SAM301),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,20.84,1.12,24.20 ,77.09,
0.08,pin,ITO,C60 | BCP,30 | 6.5,evaporating | evaporating,3,FA,1,Pb,1,I,3,FALSE,FALSE,1.53,1,doctor-blading,Liquid,Air,2-ME; NMP,15; 1,TRUE,Chlorobenzene,Unknown,150,10,FALSE,PTAA,,doctor-blading,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,21.71,1.15,22.76,82.91,5
0.08,pin,ITO,C60 | BCP,30 | 6.5,evaporating | evaporating,3,FA,1,Pb,1,I,3,FALSE,FALSE,1.53,1,doctor-blading,Liquid,Air,2-ME; NMP,15; 1,TRUE,Chlorobenzene,Unknown,150,10,FALSE,PTAA,,doctor-blading,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,20.31,1.11,22.06,82.88,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.3,1.018,16.01,75.32,6
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.14,1.037,16.25,71.91,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,11.98,1.007,16.1,73.84,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,11.93,1.027,16..45,70.49,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,13.06,0.968,17.48,77.18,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.22,0.982,17.47,71.33,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.11,0.989,16.27,75.31,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,11.91,0.984,16.16,74.94,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.53,1.045,16.54,73.01,
0.08,pin,ITO,ICBA | BCP,30 | 7,Spin-coating | Spin-coating,quasi-2D,FA,1,Sn,1,I,3,FALSE,TRUE,1.38,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,PEDOT:PSS,,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.72,0.997,17.06,74.78,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.1,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.85,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,13.17,1.353,13.95,69.90 ,7
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.1,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.85,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,13.16,1.348,13.63,71.74,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.1,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.85,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,13,1.343,13.9,69.81,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.1,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.85,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,12.8,1.342,13.7,69.73,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.05Rb0.05,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.84,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,15.32,1.351,15.22,74.63,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.05Rb0.05,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.84,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,15.22,1.365,14.8,75.40 ,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.05Rb0.05,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.84,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,15.07,1.358,15.02,74.03,
0.08,pin,ITO,PCBM | C60 | BCP,UNKNOWN | 35 | 6,Spin-coating | evaporating | evaporating,3,FA0.8MA0.1Cs0.05Rb0.05,1,Pb,1,I0.5Br0.5,3,FALSE,FALSE,1.84,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Chlorobenzene,Unknown,100,10,FALSE,SAM(2PACZ),,Spin-coating,Ag,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,14.97,1.36,14.72,74.90 ,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.56,1.152,25.43,83.80 ,8
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.331,1.153,25.26,83.54,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.3,1.148,25.31,83.59,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.07,1.143,25.53,82.48,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.01,1.159,24.69,83.88,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,23.97,1.141,25.48,82.44,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,23.95,1.151,25.47,81.71,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.48,1.167,24.97,83.55,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.32,1.151,25.44,82.89,
0.08,pin,ITO,C60 | BCP,30 | 7,evaporating | evaporating,3,FA0.85MA0.1Cs0.05,1,Pb,1,I,3,FALSE,FALSE,1.53,1,Spin-coating,Liquid,N2,DMF; DMSO,4; 1,TRUE,Anisole,Unknown,100,10,FALSE,NiOx | SAM(MeO-2PACZ),,Spin-coating,Cu,100,Evaporation,Vaccum,FALSE,Unknown,Unknown,Unknown,TRUE,1,N2,100,AM 1.5,FALSE,24.28,1.154,25.46,82.54,
